,calculated_host_listings_count_entire_homes,calculated_host_listings_count_entire_homes
17637,3,3
17638,1,1
17639,2,2
17640,1,1
17641,1,1
17642,7,7
17643,5,5
17644,3,3
17645,1,1
17646,5,5
17647,4,4
17648,3,3
17649,1,1
17650,0,0
17651,6,6
17652,1,1
17653,0,0
17654,0,0
17655,3,3
17656,1,1
17657,2,2
17658,2,2
17659,1,1
17660,1,1
17661,1,1
17662,1,1
17663,1,1
17664,1,1
17665,1,1
17666,1,1
17667,2,2
17668,1,1
17669,1,1
17670,35,35
17671,1,1
17672,1,1
17673,5,5
17674,2,2
17675,1,1
17676,2,2
17677,2,2
17678,1,1
17679,5,5
17680,5,5
17681,1,1
17682,1,1
17683,1,1
17684,1,1
17685,5,5
17686,1,1
17687,1,1
17688,1,1
17689,1,1
17690,9,9
17691,1,1
17692,25,25
17693,1,1
17694,1,1
17695,5,5
17696,3,3
17697,7,7
17698,1,1
17699,1,1
17700,1,1
17701,3,3
17702,1,1
17703,5,5
17704,4,4
17705,1,1
17706,5,5
17707,9,9
17708,0,0
17709,2,2
17710,1,1
17711,2,2
17712,0,0
17713,1,1
17714,1,1
17715,1,1
17716,2,2
17717,1,1
17718,0,0
17719,0,0
17720,1,1
17721,2,2
17722,2,2
17723,3,3
17724,1,1
17725,267,267
17726,151,151
17727,2,2
17728,1,1
17729,1,1
17730,1,1
17731,5,5
17732,2,2
17733,1,1
17734,5,5
17735,1,1
17736,2,2
17737,151,151
17738,151,151
17739,151,151
17740,2,2
17741,0,0
17742,1,1
17743,1,1
17744,12,12
17745,1,1
17746,1,1
17747,1,1
17748,8,8
17749,2,2
17750,1,1
17751,2,2
17752,1,1
17753,3,3
17754,2,2
17755,2,2
17756,2,2
17757,3,3
17758,1,1
17759,2,2
17760,2,2
17761,1,1
17762,5,5
17763,2,2
17764,1,1
17765,52,52
17766,4,4
17767,0,0
17768,0,0
17769,0,0
17770,0,0
17771,5,5
17772,3,3
17773,1,1
17774,2,2
17775,1,1
17776,3,3
17777,3,3
17778,1,1
17779,1,1
17780,1,1
17781,3,3
17782,0,0
17783,2,2
17784,2,2
17785,1,1
17786,4,4
17787,91,91
17788,0,0
17789,1,1
17790,2,2
17791,0,0
17792,1,1
17793,4,4
17794,0,0
17795,0,0
17796,4,4
17797,4,4
17798,1,1
17799,11,11
17800,0,0
17801,1,1
17802,1,1
17803,2,2
17804,2,2
17805,1,1
17806,1,1
17807,0,0
17808,2,2
17809,0,0
17810,1,1
17811,1,1
17812,3,3
17813,3,3
17814,1,1
17815,3,3
17816,3,3
17817,3,3
17818,5,5
17819,1,1
17820,1,1
17821,1,1
17822,1,1
17823,1,1
17824,2,2
17825,1,1
17826,3,3
17827,11,11
17828,1,1
17829,151,151
17830,0,0
17831,1,1
17832,0,0
17833,1,1
17834,1,1
17835,1,1
17836,0,0
17837,1,1
17838,151,151
17839,1,1
17840,1,1
17841,2,2
17842,1,1
17843,1,1
17844,0,0
17845,2,2
17846,3,3
17847,1,1
17848,3,3
17849,1,1
17850,4,4
17851,1,1
17852,1,1
17853,2,2
17854,8,8
17855,1,1
17856,1,1
17857,0,0
17858,12,12
17859,1,1
17860,1,1
17861,2,2
17862,1,1
17863,1,1
17864,3,3
17865,1,1
17866,2,2
17867,0,0
17868,3,3
17869,4,4
17870,1,1
17871,1,1
17872,8,8
17873,7,7
17874,1,1
17875,1,1
17876,58,58
17877,3,3
17878,1,1
17879,0,0
17880,4,4
17881,3,3
17882,4,4
17883,2,2
17884,1,1
17885,1,1
17886,1,1
17887,4,4
17888,0,0
17889,2,2
17890,0,0
17891,62,62
17892,2,2
17893,5,5
17894,3,3
17895,1,1
17896,3,3
17897,0,0
17898,2,2
17899,2,2
17900,1,1
17901,1,1
17902,1,1
17903,1,1
17904,1,1
17905,0,0
17906,1,1
17907,58,58
17908,3,3
17909,2,2
17910,1,1
17911,0,0
17912,1,1
17913,112,112
17914,6,6
17915,2,2
17916,0,0
17917,1,1
17918,1,1
17919,3,3
17920,3,3
17921,1,1
17922,1,1
17923,1,1
17924,1,1
17925,1,1
17926,3,3
17927,3,3
17928,1,1
17929,1,1
17930,1,1
17931,1,1
17932,1,1
17933,0,0
17934,0,0
17935,1,1
17936,2,2
17937,1,1
17938,0,0
17939,1,1
17940,3,3
17941,1,1
17942,1,1
17943,0,0
17944,1,1
17945,1,1
17946,3,3
17947,5,5
17948,2,2
17949,3,3
17950,2,2
17951,7,7
17952,0,0
17953,267,267
17954,1,1
17955,8,8
17956,2,2
17957,6,6
17958,1,1
17959,2,2
17960,1,1
17961,2,2
17962,1,1
17963,2,2
17964,1,1
17965,2,2
17966,1,1
17967,2,2
17968,1,1
17969,4,4
17970,1,1
17971,2,2
17972,1,1
17973,1,1
17974,3,3
17975,1,1
17976,1,1
17977,1,1
17978,1,1
17979,3,3
17980,5,5
17981,1,1
17982,39,39
17983,1,1
17984,0,0
17985,2,2
17986,0,0
17987,1,1
17988,3,3
17989,4,4
17990,1,1
17991,1,1
17992,4,4
17993,1,1
17994,0,0
17995,2,2
17996,1,1
17997,1,1
17998,0,0
17999,1,1
18000,2,2
18001,5,5
18002,1,1
18003,1,1
18004,0,0
18005,4,4
18006,1,1
18007,2,2
18008,11,11
18009,0,0
18010,1,1
18011,12,12
18012,5,5
18013,12,12
18014,11,11
18015,1,1
18016,1,1
18017,47,47
18018,4,4
18019,1,1
18020,1,1
18021,1,1
18022,1,1
18023,1,1
18024,1,1
18025,1,1
18026,7,7
18027,0,0
18028,1,1
18029,1,1
18030,1,1
18031,3,3
18032,1,1
18033,1,1
18034,1,1
18035,2,2
18036,2,2
18037,1,1
18038,14,14
18039,2,2
18040,0,0
18041,1,1
18042,2,2
18043,4,4
18044,1,1
18045,1,1
18046,0,0
18047,1,1
18048,1,1
18049,3,3
18050,4,4
18051,1,1
18052,2,2
18053,20,20
18054,20,20
18055,20,20
18056,20,20
18057,20,20
18058,20,20
18059,1,1
18060,2,2
18061,1,1
18062,4,4
18063,1,1
18064,2,2
18065,1,1
18066,0,0
18067,1,1
18068,5,5
18069,4,4
18070,0,0
18071,8,8
18072,8,8
18073,1,1
18074,2,2
18075,0,0
18076,1,1
18077,1,1
18078,0,0
18079,1,1
18080,4,4
18081,1,1
18082,4,4
18083,1,1
18084,11,11
18085,1,1
18086,1,1
18087,0,0
18088,11,11
18089,0,0
18090,0,0
18091,1,1
18092,4,4
18093,0,0
18094,3,3
18095,1,1
18096,5,5
18097,14,14
18098,14,14
18099,2,2
18100,4,4
18101,2,2
18102,2,2
18103,1,1
18104,2,2
18105,2,2
18106,2,2
18107,1,1
18108,1,1
18109,0,0
18110,35,35
18111,1,1
18112,35,35
18113,0,0
18114,1,1
18115,4,4
18116,0,0
18117,4,4
18118,1,1
18119,2,2
18120,4,4
18121,2,2
18122,4,4
18123,1,1
18124,2,2
18125,1,1
18126,1,1
18127,91,91
18128,1,1
18129,1,1
18130,1,1
18131,1,1
18132,2,2
18133,4,4
18134,1,1
18135,1,1
18136,4,4
18137,1,1
18138,1,1
18139,1,1
18140,1,1
18141,1,1
18142,0,0
18143,0,0
18144,1,1
18145,2,2
18146,0,0
18147,2,2
18148,1,1
18149,2,2
18150,0,0
18151,8,8
18152,1,1
18153,1,1
18154,6,6
18155,2,2
18156,2,2
18157,6,6
18158,4,4
18159,1,1
18160,0,0
18161,2,2
18162,1,1
18163,48,48
18164,2,2
18165,1,1
18166,1,1
18167,0,0
18168,89,89
18169,89,89
18170,89,89
18171,89,89
18172,89,89
18173,89,89
18174,89,89
18175,89,89
18176,6,6
18177,1,1
18178,2,2
18179,1,1
18180,0,0
18181,3,3
18182,3,3
18183,1,1
18184,0,0
18185,2,2
18186,6,6
18187,1,1
18188,6,6
18189,6,6
18190,7,7
18191,2,2
18192,7,7
18193,2,2
18194,7,7
18195,2,2
18196,7,7
18197,5,5
18198,8,8
18199,3,3
18200,3,3
18201,8,8
18202,1,1
18203,0,0
18204,8,8
18205,7,7
18206,86,86
18207,0,0
18208,7,7
18209,2,2
18210,7,7
18211,12,12
18212,12,12
18213,4,4
18214,12,12
18215,12,12
18216,8,8
18217,7,7
18218,8,8
18219,9,9
18220,2,2
18221,1,1
18222,1,1
18223,1,1
18224,1,1
18225,2,2
18226,1,1
18227,1,1
18228,1,1
18229,1,1
18230,0,0
18231,1,1
18232,1,1
18233,1,1
18234,1,1
18235,1,1
18236,1,1
18237,135,135
18238,135,135
18239,135,135
18240,135,135
18241,135,135
18242,135,135
18243,135,135
18244,135,135
18245,8,8
18246,1,1
18247,5,5
18248,2,2
18249,2,2
18250,2,2
18251,2,2
18252,0,0
18253,2,2
18254,1,1
18255,1,1
18256,0,0
18257,3,3
18258,5,5
18259,1,1
18260,1,1
18261,0,0
18262,1,1
18263,0,0
18264,1,1
18265,0,0
18266,2,2
18267,5,5
18268,8,8
18269,0,0
18270,1,1
18271,4,4
18272,1,1
18273,1,1
18274,2,2
18275,1,1
18276,6,6
18277,3,3
18278,1,1
18279,3,3
18280,2,2
18281,1,1
18282,3,3
18283,1,1
18284,4,4
18285,1,1
18286,1,1
18287,2,2
18288,2,2
18289,1,1
18290,8,8
18291,2,2
18292,2,2
18293,1,1
18294,1,1
18295,1,1
18296,4,4
18297,1,1
18298,1,1
18299,2,2
18300,4,4
18301,2,2
18302,1,1
18303,4,4
18304,25,25
18305,1,1
18306,1,1
18307,5,5
18308,3,3
18309,4,4
18310,5,5
18311,1,1
18312,1,1
18313,3,3
18314,1,1
18315,1,1
18316,3,3
18317,135,135
18318,3,3
18319,3,3
18320,7,7
18321,1,1
18322,1,1
18323,1,1
18324,3,3
18325,1,1
18326,3,3
18327,0,0
18328,3,3
18329,1,1
18330,3,3
18331,1,1
18332,2,2
18333,1,1
18334,1,1
18335,1,1
18336,1,1
18337,1,1
18338,1,1
18339,3,3
18340,1,1
18341,35,35
18342,1,1
18343,1,1
18344,1,1
18345,47,47
18346,1,1
18347,5,5
18348,1,1
18349,1,1
18350,135,135
18351,2,2
18352,6,6
18353,1,1
18354,2,2
18355,5,5
18356,4,4
18357,2,2
18358,2,2
18359,1,1
18360,1,1
18361,3,3
18362,27,27
18363,3,3
18364,2,2
18365,1,1
18366,0,0
18367,1,1
18368,1,1
18369,1,1
18370,1,1
18371,2,2
18372,1,1
18373,8,8
18374,1,1
18375,0,0
18376,2,2
18377,0,0
18378,2,2
18379,11,11
18380,1,1
18381,0,0
18382,2,2
18383,20,20
18384,7,7
18385,20,20
18386,20,20
18387,20,20
18388,10,10
18389,7,7
18390,7,7
18391,20,20
18392,7,7
18393,2,2
18394,8,8
18395,5,5
18396,6,6
18397,1,1
18398,6,6
18399,6,6
18400,1,1
18401,0,0
18402,1,1
18403,2,2
18404,7,7
18405,1,1
18406,3,3
18407,1,1
18408,3,3
18409,1,1
18410,1,1
18411,6,6
18412,1,1
18413,1,1
18414,151,151
18415,1,1
18416,35,35
18417,3,3
18418,4,4
18419,0,0
18420,35,35
18421,1,1
18422,3,3
18423,2,2
18424,3,3
18425,3,3
18426,1,1
18427,0,0
18428,1,1
18429,1,1
18430,1,1
18431,1,1
18432,1,1
18433,1,1
18434,1,1
18435,2,2
18436,1,1
18437,4,4
18438,2,2
18439,1,1
18440,2,2
18441,1,1
18442,1,1
18443,1,1
18444,1,1
18445,1,1
18446,0,0
18447,4,4
18448,1,1
18449,1,1
18450,4,4
18451,3,3
18452,1,1
18453,1,1
18454,2,2
18455,1,1
18456,2,2
18457,1,1
18458,0,0
18459,1,1
18460,0,0
18461,1,1
18462,2,2
18463,3,3
18464,0,0
18465,3,3
18466,1,1
18467,0,0
18468,1,1
18469,1,1
18470,1,1
18471,1,1
18472,3,3
18473,0,0
18474,1,1
18475,1,1
18476,0,0
18477,0,0
18478,1,1
18479,2,2
18480,1,1
18481,1,1
18482,1,1
18483,1,1
18484,1,1
18485,1,1
18486,1,1
18487,8,8
18488,1,1
18489,4,4
18490,11,11
18491,4,4
18492,31,31
18493,4,4
18494,1,1
18495,3,3
18496,4,4
18497,3,3
18498,1,1
18499,7,7
18500,7,7
18501,4,4
18502,4,4
18503,4,4
18504,2,2
18505,4,4
18506,4,4
18507,1,1
18508,1,1
18509,2,2
18510,1,1
18511,3,3
18512,2,2
18513,4,4
18514,5,5
18515,1,1
18516,1,1
18517,2,2
18518,3,3
18519,3,3
18520,3,3
18521,2,2
18522,1,1
18523,2,2
18524,55,55
18525,3,3
18526,2,2
18527,3,3
18528,2,2
18529,5,5
18530,1,1
18531,1,1
18532,1,1
18533,1,1
18534,1,1
18535,4,4
18536,1,1
18537,1,1
18538,2,2
18539,1,1
18540,2,2
18541,1,1
18542,4,4
18543,0,0
18544,1,1
18545,1,1
18546,3,3
18547,1,1
18548,1,1
18549,1,1
18550,3,3
18551,1,1
18552,5,5
18553,1,1
18554,5,5
18555,2,2
18556,2,2
18557,1,1
18558,2,2
18559,43,43
18560,1,1
18561,7,7
18562,151,151
18563,4,4
18564,1,1
18565,1,1
18566,3,3
18567,1,1
18568,4,4
18569,2,2
18570,2,2
18571,5,5
18572,3,3
18573,5,5
18574,5,5
18575,1,1
18576,3,3
18577,1,1
18578,6,6
18579,0,0
18580,3,3
18581,1,1
18582,135,135
18583,1,1
18584,3,3
18585,5,5
18586,3,3
18587,1,1
18588,5,5
18589,0,0
18590,5,5
18591,5,5
18592,1,1
18593,2,2
18594,1,1
18595,1,1
18596,2,2
18597,2,2
18598,1,1
18599,1,1
18600,1,1
18601,2,2
18602,1,1
18603,1,1
18604,3,3
18605,1,1
18606,2,2
18607,3,3
18608,1,1
18609,7,7
18610,1,1
18611,1,1
18612,2,2
18613,2,2
18614,1,1
18615,2,2
18616,3,3
18617,1,1
18618,3,3
18619,3,3
18620,3,3
18621,1,1
18622,1,1
18623,1,1
18624,1,1
18625,7,7
18626,7,7
18627,151,151
18628,5,5
18629,2,2
18630,2,2
18631,1,1
18632,1,1
18633,7,7
18634,1,1
18635,1,1
18636,2,2
18637,0,0
18638,4,4
18639,2,2
18640,1,1
18641,0,0
18642,1,1
18643,0,0
18644,1,1
18645,2,2
18646,1,1
18647,4,4
18648,5,5
18649,5,5
18650,1,1
18651,5,5
18652,5,5
18653,1,1
18654,1,1
18655,5,5
18656,1,1
18657,9,9
18658,3,3
18659,1,1
18660,1,1
18661,1,1
18662,3,3
18663,1,1
18664,0,0
18665,1,1
18666,1,1
18667,1,1
18668,1,1
18669,1,1
18670,4,4
18671,7,7
18672,1,1
18673,1,1
18674,1,1
18675,1,1
18676,2,2
18677,1,1
18678,2,2
18679,6,6
18680,267,267
18681,0,0
18682,1,1
18683,8,8
18684,1,1
18685,1,1
18686,1,1
18687,0,0
18688,1,1
18689,1,1
18690,5,5
18691,0,0
18692,2,2
18693,0,0
18694,1,1
18695,1,1
18696,1,1
18697,1,1
18698,1,1
18699,8,8
18700,1,1
18701,3,3
18702,2,2
18703,2,2
18704,9,9
18705,7,7
18706,55,55
18707,2,2
18708,1,1
18709,0,0
18710,1,1
18711,1,1
18712,1,1
18713,0,0
18714,2,2
18715,7,7
18716,0,0
18717,1,1
18718,1,1
18719,3,3
18720,9,9
18721,2,2
18722,0,0
18723,4,4
18724,1,1
18725,1,1
18726,1,1
18727,0,0
18728,1,1
18729,2,2
18730,2,2
18731,3,3
18732,1,1
18733,3,3
18734,3,3
18735,1,1
18736,1,1
18737,0,0
18738,8,8
18739,2,2
18740,1,1
18741,3,3
18742,1,1
18743,0,0
18744,5,5
18745,3,3
18746,0,0
18747,2,2
18748,0,0
18749,0,0
18750,2,2
18751,4,4
18752,151,151
18753,1,1
18754,2,2
18755,3,3
18756,1,1
18757,0,0
18758,0,0
18759,1,1
18760,0,0
18761,1,1
18762,0,0
18763,3,3
18764,1,1
18765,3,3
18766,2,2
18767,1,1
18768,1,1
18769,8,8
18770,1,1
18771,1,1
18772,1,1
18773,2,2
18774,3,3
18775,1,1
18776,2,2
18777,1,1
18778,1,1
18779,35,35
18780,1,1
18781,0,0
18782,1,1
18783,1,1
18784,58,58
18785,35,35
18786,1,1
18787,1,1
18788,1,1
18789,0,0
18790,1,1
18791,0,0
18792,1,1
18793,2,2
18794,3,3
18795,0,0
18796,1,1
18797,4,4
18798,267,267
18799,0,0
18800,1,1
18801,1,1
18802,1,1
18803,0,0
18804,2,2
18805,0,0
18806,6,6
18807,0,0
18808,3,3
18809,1,1
18810,0,0
18811,1,1
18812,0,0
18813,1,1
18814,2,2
18815,1,1
18816,2,2
18817,0,0
18818,2,2
18819,6,6
18820,2,2
18821,6,6
18822,1,1
18823,1,1
18824,2,2
18825,1,1
18826,5,5
18827,2,2
18828,0,0
18829,1,1
18830,3,3
18831,1,1
18832,2,2
18833,2,2
18834,0,0
18835,1,1
18836,1,1
18837,36,36
18838,3,3
18839,1,1
18840,1,1
18841,1,1
18842,1,1
18843,2,2
18844,3,3
18845,1,1
18846,1,1
18847,2,2
18848,1,1
18849,35,35
18850,35,35
18851,0,0
18852,1,1
18853,2,2
18854,2,2
18855,2,2
18856,1,1
18857,3,3
18858,0,0
18859,3,3
18860,1,1
18861,1,1
18862,1,1
18863,35,35
18864,4,4
18865,1,1
18866,1,1
18867,2,2
18868,1,1
18869,2,2
18870,2,2
18871,4,4
18872,2,2
18873,2,2
18874,0,0
18875,2,2
18876,0,0
18877,1,1
18878,18,18
18879,1,1
18880,1,1
18881,1,1
18882,4,4
18883,7,7
18884,2,2
18885,112,112
18886,112,112
18887,2,2
18888,1,1
18889,7,7
18890,1,1
18891,1,1
18892,1,1
18893,1,1
18894,1,1
18895,1,1
18896,2,2
18897,1,1
18898,4,4
18899,112,112
18900,1,1
18901,3,3
18902,2,2
18903,0,0
18904,1,1
18905,3,3
18906,2,2
18907,1,1
18908,4,4
18909,1,1
18910,0,0
18911,1,1
18912,0,0
18913,1,1
18914,2,2
18915,1,1
18916,2,2
18917,1,1
18918,3,3
18919,86,86
18920,1,1
18921,3,3
18922,1,1
18923,2,2
18924,1,1
18925,2,2
18926,2,2
18927,1,1
18928,1,1
18929,1,1
18930,1,1
18931,2,2
18932,1,1
18933,26,26
18934,4,4
18935,2,2
18936,1,1
18937,3,3
18938,2,2
18939,2,2
18940,2,2
18941,0,0
18942,44,44
18943,3,3
18944,3,3
18945,2,2
18946,1,1
18947,1,1
18948,2,2
18949,1,1
18950,1,1
18951,26,26
18952,1,1
18953,26,26
18954,26,26
18955,1,1
18956,3,3
18957,0,0
18958,0,0
18959,1,1
18960,1,1
18961,3,3
18962,3,3
18963,3,3
18964,3,3
18965,2,2
18966,2,2
18967,26,26
18968,2,2
18969,2,2
18970,2,2
18971,2,2
18972,1,1
18973,2,2
18974,5,5
18975,1,1
18976,1,1
18977,1,1
18978,2,2
18979,2,2
18980,2,2
18981,2,2
18982,1,1
18983,1,1
18984,1,1
18985,1,1
18986,2,2
18987,4,4
18988,2,2
18989,0,0
18990,10,10
18991,2,2
18992,12,12
18993,1,1
18994,10,10
18995,2,2
18996,3,3
18997,1,1
18998,5,5
18999,0,0
19000,1,1
19001,2,2
19002,12,12
19003,12,12
19004,12,12
19005,1,1
19006,4,4
19007,1,1
19008,1,1
19009,2,2
19010,2,2
19011,1,1
19012,1,1
19013,6,6
19014,7,7
19015,0,0
19016,5,5
19017,4,4
19018,4,4
19019,1,1
19020,2,2
19021,2,2
19022,1,1
19023,1,1
19024,2,2
19025,1,1
19026,1,1
19027,1,1
19028,2,2
19029,1,1
19030,1,1
19031,3,3
19032,8,8
19033,2,2
19034,4,4
19035,12,12
19036,3,3
19037,1,1
19038,2,2
19039,1,1
19040,1,1
19041,4,4
19042,3,3
19043,0,0
19044,1,1
19045,1,1
19046,1,1
19047,2,2
19048,1,1
19049,3,3
19050,0,0
19051,1,1
19052,1,1
19053,46,46
19054,1,1
19055,12,12
19056,1,1
19057,1,1
19058,1,1
19059,0,0
19060,9,9
19061,2,2
19062,0,0
19063,1,1
19064,1,1
19065,0,0
19066,4,4
19067,10,10
19068,1,1
19069,47,47
19070,1,1
19071,1,1
19072,1,1
19073,2,2
19074,1,1
19075,3,3
19076,1,1
19077,0,0
19078,3,3
19079,1,1
19080,1,1
19081,93,93
19082,0,0
19083,9,9
19084,1,1
19085,3,3
19086,2,2
19087,1,1
19088,1,1
19089,1,1
19090,1,1
19091,93,93
19092,1,1
19093,3,3
19094,2,2
19095,0,0
19096,1,1
19097,4,4
19098,0,0
19099,1,1
19100,2,2
19101,1,1
19102,1,1
19103,0,0
19104,0,0
19105,0,0
19106,0,0
19107,0,0
19108,1,1
19109,1,1
19110,1,1
19111,4,4
19112,2,2
19113,3,3
19114,1,1
19115,0,0
19116,36,36
19117,1,1
19118,36,36
19119,36,36
19120,2,2
19121,4,4
19122,2,2
19123,1,1
19124,2,2
19125,7,7
19126,0,0
19127,1,1
19128,1,1
19129,2,2
19130,2,2
19131,1,1
19132,4,4
19133,1,1
19134,1,1
19135,0,0
19136,6,6
19137,3,3
19138,0,0
19139,1,1
19140,2,2
19141,1,1
19142,1,1
19143,2,2
19144,0,0
19145,2,2
19146,1,1
19147,1,1
19148,1,1
19149,2,2
19150,2,2
19151,1,1
19152,2,2
19153,2,2
19154,1,1
19155,2,2
19156,1,1
19157,2,2
19158,1,1
19159,1,1
19160,1,1
19161,2,2
19162,1,1
19163,0,0
19164,3,3
19165,0,0
19166,0,0
19167,0,0
19168,2,2
19169,0,0
19170,1,1
19171,6,6
19172,112,112
19173,2,2
19174,3,3
19175,1,1
19176,1,1
19177,1,1
19178,4,4
19179,2,2
19180,0,0
19181,2,2
19182,1,1
19183,7,7
19184,1,1
19185,1,1
19186,1,1
19187,2,2
19188,2,2
19189,1,1
19190,1,1
19191,0,0
19192,1,1
19193,3,3
19194,3,3
19195,1,1
19196,1,1
19197,1,1
19198,1,1
19199,1,1
19200,1,1
19201,1,1
19202,1,1
19203,1,1
19204,1,1
19205,2,2
19206,1,1
19207,1,1
19208,1,1
19209,2,2
19210,1,1
19211,1,1
19212,1,1
19213,2,2
19214,1,1
19215,1,1
19216,0,0
19217,1,1
19218,2,2
19219,1,1
19220,1,1
19221,1,1
19222,1,1
19223,5,5
19224,3,3
19225,2,2
19226,3,3
19227,3,3
19228,0,0
19229,1,1
19230,1,1
19231,2,2
19232,2,2
19233,5,5
19234,2,2
19235,2,2
19236,1,1
19237,2,2
19238,1,1
19239,1,1
19240,1,1
19241,1,1
19242,1,1
19243,1,1
19244,1,1
19245,3,3
19246,1,1
19247,7,7
19248,2,2
19249,7,7
19250,1,1
19251,1,1
19252,1,1
19253,7,7
19254,2,2
19255,1,1
19256,3,3
19257,4,4
19258,4,4
19259,4,4
19260,2,2
19261,2,2
19262,4,4
19263,1,1
19264,0,0
19265,1,1
19266,2,2
19267,1,1
19268,3,3
19269,1,1
19270,1,1
19271,3,3
19272,2,2
19273,0,0
19274,151,151
19275,1,1
19276,2,2
19277,2,2
19278,3,3
19279,3,3
19280,1,1
19281,3,3
19282,2,2
19283,1,1
19284,1,1
19285,1,1
19286,1,1
19287,6,6
19288,1,1
19289,1,1
19290,2,2
19291,1,1
19292,1,1
19293,1,1
19294,2,2
19295,3,3
19296,1,1
19297,0,0
19298,1,1
19299,1,1
19300,0,0
19301,1,1
19302,3,3
19303,5,5
19304,0,0
19305,2,2
19306,0,0
19307,2,2
19308,0,0
19309,2,2
19310,1,1
19311,1,1
19312,2,2
19313,1,1
19314,2,2
19315,3,3
19316,0,0
19317,1,1
19318,6,6
19319,5,5
19320,2,2
19321,1,1
19322,0,0
19323,5,5
19324,2,2
19325,1,1
19326,1,1
19327,1,1
19328,2,2
19329,1,1
19330,1,1
19331,4,4
19332,0,0
19333,1,1
19334,15,15
19335,1,1
19336,1,1
19337,1,1
19338,1,1
19339,1,1
19340,1,1
19341,1,1
19342,2,2
19343,9,9
19344,1,1
19345,1,1
19346,1,1
19347,3,3
19348,1,1
19349,1,1
19350,2,2
19351,3,3
19352,1,1
19353,0,0
19354,1,1
19355,3,3
19356,1,1
19357,10,10
19358,1,1
19359,1,1
19360,1,1
19361,1,1
19362,3,3
19363,1,1
19364,1,1
19365,5,5
19366,4,4
19367,0,0
19368,5,5
19369,10,10
19370,1,1
19371,3,3
19372,4,4
19373,1,1
19374,1,1
19375,1,1
19376,1,1
19377,5,5
19378,1,1
19379,2,2
19380,1,1
19381,1,1
19382,1,1
19383,1,1
19384,5,5
19385,1,1
19386,1,1
19387,1,1
19388,3,3
19389,0,0
19390,0,0
19391,0,0
19392,0,0
19393,0,0
19394,0,0
19395,1,1
19396,1,1
19397,1,1
19398,3,3
19399,2,2
19400,1,1
19401,2,2
19402,3,3
19403,2,2
19404,1,1
19405,3,3
19406,1,1
19407,0,0
19408,3,3
19409,1,1
19410,0,0
19411,1,1
19412,9,9
19413,10,10
19414,2,2
19415,3,3
19416,1,1
19417,1,1
19418,1,1
19419,1,1
19420,0,0
19421,0,0
19422,1,1
19423,2,2
19424,3,3
19425,3,3
19426,2,2
19427,1,1
19428,2,2
19429,1,1
19430,3,3
19431,3,3
19432,4,4
19433,5,5
19434,1,1
19435,1,1
19436,1,1
19437,1,1
19438,1,1
19439,10,10
19440,1,1
19441,4,4
19442,3,3
19443,1,1
19444,1,1
19445,1,1
19446,55,55
19447,9,9
19448,7,7
19449,0,0
19450,2,2
19451,3,3
19452,3,3
19453,2,2
19454,10,10
19455,5,5
19456,35,35
19457,0,0
19458,1,1
19459,2,2
19460,1,1
19461,0,0
19462,0,0
19463,1,1
19464,0,0
19465,1,1
19466,0,0
19467,0,0
19468,1,1
19469,2,2
19470,2,2
19471,0,0
19472,5,5
19473,21,21
19474,9,9
19475,9,9
19476,30,30
19477,0,0
19478,2,2
19479,1,1
19480,2,2
19481,1,1
19482,1,1
19483,0,0
19484,10,10
19485,7,7
19486,1,1
19487,1,1
19488,3,3
19489,4,4
19490,1,1
19491,2,2
19492,2,2
19493,3,3
19494,10,10
19495,1,1
19496,10,10
19497,1,1
19498,1,1
19499,1,1
19500,2,2
19501,5,5
19502,5,5
19503,1,1
19504,2,2
19505,5,5
19506,0,0
19507,3,3
19508,1,1
19509,1,1
19510,1,1
19511,2,2
19512,3,3
19513,1,1
19514,1,1
19515,1,1
19516,2,2
19517,1,1
19518,0,0
19519,1,1
19520,2,2
19521,2,2
19522,1,1
19523,1,1
19524,1,1
19525,2,2
19526,2,2
19527,2,2
19528,1,1
19529,3,3
19530,1,1
19531,0,0
19532,2,2
19533,4,4
19534,1,1
19535,9,9
19536,267,267
19537,3,3
19538,1,1
19539,0,0
19540,2,2
19541,2,2
19542,3,3
19543,0,0
19544,4,4
19545,4,4
19546,1,1
19547,1,1
19548,1,1
19549,2,2
19550,1,1
19551,2,2
19552,9,9
19553,3,3
19554,6,6
19555,2,2
19556,7,7
19557,2,2
19558,1,1
19559,1,1
19560,3,3
19561,1,1
19562,3,3
19563,1,1
19564,4,4
19565,2,2
19566,3,3
19567,1,1
19568,0,0
19569,1,1
19570,3,3
19571,2,2
19572,3,3
19573,1,1
19574,1,1
19575,1,1
19576,2,2
19577,1,1
19578,3,3
19579,2,2
19580,3,3
19581,43,43
19582,3,3
19583,1,1
19584,2,2
19585,2,2
19586,1,1
19587,2,2
19588,0,0
19589,2,2
19590,46,46
19591,2,2
19592,1,1
19593,2,2
19594,151,151
19595,1,1
19596,1,1
19597,2,2
19598,2,2
19599,0,0
19600,0,0
19601,1,1
19602,4,4
19603,4,4
19604,1,1
19605,35,35
19606,1,1
19607,4,4
19608,4,4
19609,1,1
19610,0,0
19611,1,1
19612,21,21
19613,4,4
19614,1,1
19615,1,1
19616,2,2
19617,1,1
19618,5,5
19619,4,4
19620,2,2
19621,4,4
19622,1,1
19623,2,2
19624,0,0
19625,0,0
19626,6,6
19627,1,1
19628,1,1
19629,1,1
19630,1,1
19631,1,1
